[+3785 ms] Artifact Instance of 'MaterialFonts' is not required, skipping update.
[  +88 ms] Artifact Instance of 'GradleWrapper' is not required, skipping update.
[        ] Artifact Instance of 'AndroidGenSnapshotArtifacts' is not required, skipping update.
[   +1 ms] Artifact Instance of 'AndroidInternalBuildArtifacts' is not required, skipping update.
[   +3 ms] Artifact Instance of 'IOSEngineArtifacts' is not required, skipping update.
[   +1 ms] Artifact Instance of 'FlutterWebSdk' is not required, skipping update.
[  +16 ms] Artifact Instance of 'LegacyCanvasKitRemover' is not required, skipping update.
[        ] Artifact Instance of 'FlutterSdk' is not required, skipping update.
[  +79 ms] Artifact Instance of 'WindowsEngineArtifacts' is not required, skipping update.
[   +1 ms] Artifact Instance of 'MacOSEngineArtifacts' is not required, skipping update.
[   +8 ms] Artifact Instance of 'LinuxEngineArtifacts' is not required, skipping update.
[        ] Artifact Instance of 'LinuxFuchsiaSDKArtifacts' is not required, skipping update.
[   +2 ms] Artifact Instance of 'MacOSFuchsiaSDKArtifacts' is not required, skipping update.
[  +15 ms] Artifact Instance of 'FlutterRunnerSDKArtifacts' is not required, skipping update.
[  +12 ms] Artifact Instance of 'FlutterRunnerDebugSymbols' is not required, skipping update.
[        ] Artifact Instance of 'IosUsbArtifacts' is not required, skipping update.
[        ] Artifact Instance of 'IosUsbArtifacts' is not required, skipping update.
[        ] Artifact Instance of 'IosUsbArtifacts' is not required, skipping update.
[        ] Artifact Instance of 'IosUsbArtifacts' is not required, skipping update.
[        ] Artifact Instance of 'IosUsbArtifacts' is not required, skipping update.
[        ] Artifact Instance of 'IosUsbArtifacts' is not required, skipping update.
[        ] Artifact Instance of 'FontSubsetArtifacts' is not required, skipping update.
[   +1 ms] Artifact Instance of 'PubDependencies' is not required, skipping update.
[   +4 ms] executing: [C:\Flutter\flutter/] git -c log.showSignature=false log HEAD -n 1 --pretty=format:%ad --date=iso
[+7211 ms] Exit code 0 from: git -c log.showSignature=false log HEAD -n 1 --pretty=format:%ad --date=iso
[   +1 ms] 2025-12-03 14:56:10 -0800
[  +82 ms] Artifact Instance of 'AndroidGenSnapshotArtifacts' is not required, skipping update.
[        ] Artifact Instance of 'AndroidInternalBuildArtifacts' is not required, skipping update.
[ +139 ms] Artifact Instance of 'IOSEngineArtifacts' is not required, skipping update.
[  +25 ms] Artifact Instance of 'FlutterWebSdk' is not required, skipping update.
[   +7 ms] Artifact Instance of 'FlutterEngineStamp' is not required, skipping update.
[ +203 ms] Artifact Instance of 'LegacyCanvasKitRemover' is not required, skipping update.
[  +49 ms] Artifact Instance of 'WindowsEngineArtifacts' is not required, skipping update.
[   +2 ms] Artifact Instance of 'MacOSEngineArtifacts' is not required, skipping update.
[        ] Artifact Instance of 'LinuxEngineArtifacts' is not required, skipping update.
[        ] Artifact Instance of 'LinuxFuchsiaSDKArtifacts' is not required, skipping update.
[   +1 ms] Artifact Instance of 'MacOSFuchsiaSDKArtifacts' is not required, skipping update.
[        ] Artifact Instance of 'FlutterRunnerSDKArtifacts' is not required, skipping update.
[        ] Artifact Instance of 'FlutterRunnerDebugSymbols' is not required, skipping update.
[ +680 ms] Artifact Instance of 'MaterialFonts' is not required, skipping update.
[        ] Artifact Instance of 'GradleWrapper' is not required, skipping update.
[   +6 ms] Artifact Instance of 'AndroidInternalBuildArtifacts' is not required, skipping update.
[        ] Artifact Instance of 'IOSEngineArtifacts' is not required, skipping update.
[        ] Artifact Instance of 'FlutterWebSdk' is not required, skipping update.
[        ] Artifact Instance of 'FlutterEngineStamp' is not required, skipping update.
[        ] Artifact Instance of 'LegacyCanvasKitRemover' is not required, skipping update.
[        ] Artifact Instance of 'FlutterSdk' is not required, skipping update.
[        ] Artifact Instance of 'WindowsEngineArtifacts' is not required, skipping update.
[        ] Artifact Instance of 'MacOSEngineArtifacts' is not required, skipping update.
[        ] Artifact Instance of 'LinuxEngineArtifacts' is not required, skipping update.
[        ] Artifact Instance of 'LinuxFuchsiaSDKArtifacts' is not required, skipping update.
[        ] Artifact Instance of 'MacOSFuchsiaSDKArtifacts' is not required, skipping update.
[        ] Artifact Instance of 'FlutterRunnerSDKArtifacts' is not required, skipping update.
[        ] Artifact Instance of 'FlutterRunnerDebugSymbols' is not required, skipping update.
[        ] Artifact Instance of 'IosUsbArtifacts' is not required, skipping update.
[        ] Artifact Instance of 'IosUsbArtifacts' is not required, skipping update.
[        ] Artifact Instance of 'IosUsbArtifacts' is not required, skipping update.
[        ] Artifact Instance of 'IosUsbArtifacts' is not required, skipping update.
[   +1 ms] Artifact Instance of 'IosUsbArtifacts' is not required, skipping update.
[        ] Artifact Instance of 'IosUsbArtifacts' is not required, skipping update.
[        ] Artifact Instance of 'FontSubsetArtifacts' is not required, skipping update.
[        ] Artifact Instance of 'PubDependencies' is not required, skipping update.
[+2381 ms] Skipping pub get: version match.
[+3340 ms] Found plugin integration_test at C:\Flutter\flutter\packages\integration_test\
[   +8 ms] Found plugin open_file_windows at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\open_file_windows-0.0.3\
[ +171 ms] Found plugin open_file_web at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\open_file_web-0.0.4\
[ +112 ms] Found plugin open_file_mac at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\open_file_mac-1.0.3\
[   +6 ms] Found plugin open_file_linux at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\open_file_linux-0.0.5\
[   +4 ms] Found plugin open_file_ios at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\open_file_ios-1.0.3\
[   +8 ms] Found plugin open_file_android at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\open_file_android-1.0.6\
[   +6 ms] Found plugin local_auth at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\local_auth-3.0.0\
[  +12 ms] Found plugin local_auth_windows at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\local_auth_windows-2.0.1\
[  +11 ms] Found plugin local_auth_darwin at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\local_auth_darwin-2.0.1\
[  +83 ms] Found plugin local_auth_android at C:\Users\joaom\Documents\GitHub\Notes\universal_notes_flutter\packages\local_auth_android\
[   +3 ms] Found plugin flutter_plugin_android_lifecycle at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\flutter_plugin_android_lifecycle-2.0.33\
[ +154 ms] Found plugin image_picker at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\image_picker-1.2.1\
[  +14 ms] Found plugin image_picker_windows at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\image_picker_windows-0.2.2\
[  +29 ms] Found plugin file_selector_windows at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\file_selector_windows-0.9.3+5\
[  +19 ms] Found plugin image_picker_macos at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\image_picker_macos-0.2.2+1\
[  +13 ms] Found plugin file_selector_macos at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\file_selector_macos-0.9.5\
[  +31 ms] Found plugin image_picker_linux at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\image_picker_linux-0.2.2\
[ +179 ms] Found plugin file_selector_linux at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\file_selector_linux-0.9.4\
[  +10 ms] Found plugin image_picker_ios at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\image_picker_ios-0.8.13+3\
[   +9 ms] Found plugin image_picker_for_web at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\image_picker_for_web-3.1.1\
[   +5 ms] Found plugin image_picker_android at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\image_picker_android-0.8.13+10\
[ +116 ms] Found plugin firebase_storage at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\firebase_storage-13.0.5\
[  +62 ms] Found plugin firebase_storage_web at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\firebase_storage_web-3.11.1\
[  +16 ms] Found plugin firebase_core at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\firebase_core-4.3.0\
[   +4 ms] Found plugin firebase_core_web at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\firebase_core_web-3.3.1\
[  +18 ms] Found plugin firebase_crashlytics at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\firebase_crashlytics-5.0.6\
[  +17 ms] Found plugin firebase_auth at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\firebase_auth-6.1.3\
[   +8 ms] Found plugin firebase_auth_web at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\firebase_auth_web-6.1.1\
[ +186 ms] Found plugin firebase_analytics at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\firebase_analytics-12.1.0\
[   +6 ms] Found plugin firebase_analytics_web at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\firebase_analytics_web-0.6.1+1\
[  +12 ms] Found plugin file_picker at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\file_picker-10.3.8\
[  +28 ms] Found plugin cloud_firestore at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\cloud_firestore-6.1.1\
[   +7 ms] Found plugin cloud_firestore_web at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\cloud_firestore_web-5.1.1\
[+2365 ms] Found plugin integration_test at C:\Flutter\flutter\packages\integration_test\
[ +217 ms] Found plugin window_manager at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\window_manager-0.5.1\
[   +3 ms] Found plugin screen_retriever at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\screen_retriever-0.2.0\
[   +7 ms] Found plugin screen_retriever_windows at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\screen_retriever_windows-0.2.0\
[   +9 ms] Found plugin screen_retriever_macos at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\screen_retriever_macos-0.2.0\
[  +14 ms] Found plugin screen_retriever_linux at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\screen_retriever_linux-0.2.0\
[  +14 ms] Found plugin url_launcher at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\url_launcher-6.3.2\
[ +278 ms] Found plugin url_launcher_windows at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\url_launcher_windows-3.1.5\
[   +7 ms] Found plugin url_launcher_web at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\url_launcher_web-2.4.1\
[  +10 ms] Found plugin url_launcher_macos at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\url_launcher_macos-3.2.5\
[   +3 ms] Found plugin url_launcher_linux at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\url_launcher_linux-3.2.2\
[   +2 ms] Found plugin url_launcher_ios at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\url_launcher_ios-6.3.6\
[   +2 ms] Found plugin url_launcher_android at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\url_launcher_android-6.3.28\
[  +45 ms] Found plugin sqflite at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\sqflite-2.4.2\
[ +465 ms] Found plugin sqflite_darwin at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\sqflite_darwin-2.4.2\
[  +13 ms] Found plugin sqflite_android at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\sqflite_android-2.4.2+2\
[   +3 ms] Found plugin shared_preferences at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\shared_preferences-2.5.4\
[   +6 ms] Found plugin shared_preferences_windows at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\shared_preferences_windows-2.4.1\
[  +10 ms] Found plugin path_provider_windows at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\path_provider_windows-2.3.0\
[   +5 ms] Found plugin shared_preferences_web at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\shared_preferences_web-2.4.3\
[   +7 ms] Found plugin shared_preferences_linux at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\shared_preferences_linux-2.4.1\
[   +4 ms] Found plugin path_provider_linux at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\path_provider_linux-2.2.1\
[ +759 ms] Found plugin shared_preferences_foundation at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\shared_preferences_foundation-2.5.6\
[   +3 ms] Found plugin shared_preferences_android at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\shared_preferences_android-2.4.18\
[  +12 ms] Found plugin printing at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\printing-5.14.2\
[ +992 ms] Found plugin permission_handler at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\permission_handler-12.0.1\
[   +9 ms] Found plugin permission_handler_windows at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\permission_handler_windows-0.2.1\
[  +37 ms] Found plugin permission_handler_html at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\permission_handler_html-0.1.3+5\
[  +13 ms] Found plugin permission_handler_apple at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\permission_handler_apple-9.4.7\
[   +7 ms] Found plugin permission_handler_android at C:\Users\joaom\Documents\GitHub\Notes\universal_notes_flutter\packages\permission_handler_android\
[  +15 ms] Found plugin path_provider at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\path_provider-2.1.5\
[   +2 ms] Found plugin path_provider_foundation at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\path_provider_foundation-2.5.1\
[   +4 ms] Found plugin path_provider_android at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\path_provider_android-2.2.22\
[   +4 ms] Found plugin package_info_plus at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\package_info_plus-9.0.0\
[ +115 ms] Found plugin open_file at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\open_file-3.5.10\
[   +3 ms] Found plugin open_file_windows at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\open_file_windows-0.0.3\
[   +5 ms] Found plugin open_file_web at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\open_file_web-0.0.4\
[   +3 ms] Found plugin open_file_mac at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\open_file_mac-1.0.3\
[   +4 ms] Found plugin open_file_linux at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\open_file_linux-0.0.5\
[   +2 ms] Found plugin open_file_ios at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\open_file_ios-1.0.3\
[   +2 ms] Found plugin open_file_android at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\open_file_android-1.0.6\
[   +2 ms] Found plugin local_auth at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\local_auth-3.0.0\
[   +4 ms] Found plugin local_auth_windows at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\local_auth_windows-2.0.1\
[  +13 ms] Found plugin local_auth_darwin at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\local_auth_darwin-2.0.1\
[   +6 ms] Found plugin local_auth_android at C:\Users\joaom\Documents\GitHub\Notes\universal_notes_flutter\packages\local_auth_android\
[   +2 ms] Found plugin flutter_plugin_android_lifecycle at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\flutter_plugin_android_lifecycle-2.0.33\
[   +2 ms] Found plugin image_picker at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\image_picker-1.2.1\
[   +2 ms] Found plugin image_picker_windows at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\image_picker_windows-0.2.2\
[   +8 ms] Found plugin file_selector_windows at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\file_selector_windows-0.9.3+5\
[   +5 ms] Found plugin image_picker_macos at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\image_picker_macos-0.2.2+1\
[   +5 ms] Found plugin file_selector_macos at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\file_selector_macos-0.9.5\
[   +5 ms] Found plugin image_picker_linux at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\image_picker_linux-0.2.2\
[   +2 ms] Found plugin file_selector_linux at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\file_selector_linux-0.9.4\
[   +2 ms] Found plugin image_picker_ios at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\image_picker_ios-0.8.13+3\
[   +2 ms] Found plugin image_picker_for_web at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\image_picker_for_web-3.1.1\
[  +26 ms] Found plugin image_picker_android at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\image_picker_android-0.8.13+10\
[  +29 ms] Found plugin firebase_storage at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\firebase_storage-13.0.5\
[   +3 ms] Found plugin firebase_storage_web at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\firebase_storage_web-3.11.1\
[   +4 ms] Found plugin firebase_core at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\firebase_core-4.3.0\
[   +2 ms] Found plugin firebase_core_web at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\firebase_core_web-3.3.1\
[  +10 ms] Found plugin firebase_crashlytics at C:\Users\joaom\AppData\Local\Pub\Cache\hosted\pub.dev\firebase_crashlytics-5.0.6\
